store,type,department,date,weekly_sales,is_holiday,temperature,fuel_price,unemployment
2,A,4,11/05/2010,47784.77,FALSE,1.436.111.111,710.358.984,8.163
2,A,4,12/03/2010,45630.41,FALSE,9.627.777.778,715.378.255,8.163
2,A,4,01/07/2011,46972.35,FALSE,07.05,786.176.398,8.028
2,A,5,02/05/2010,34025.45,FALSE,4.55,679.450.839,8.324
2,A,5,03/05/2010,28609.08,FALSE,8.427.777.778,693.451.964,8.324
2,A,5,04/02/2010,41053.17,FALSE,1.737.222.222,718.284.149,8.2
2,A,5,05/07/2010,27408.86,FALSE,2.182.222.222,748.928.121,8.2
2,A,5,06/04/2010,29784.34,FALSE,2.767.222.222,714.585.738,8.2
2,A,5,07/02/2010,25343.84,FALSE,2.818.888.889,70.507.554,8.099
2,A,5,08/06/2010,24316.97,FALSE,3.196.111.111,693.980.309,8.099
2,A,5,09/03/2010,23507.43,FALSE,2.768.333.333,6.807.717,8.099
2,A,5,10/01/2010,29935.83,FALSE,2.068.888.889,687.640.176,8.163
2,A,5,11/05/2010,26202.38,FALSE,1.436.111.111,710.358.984,8.163
2,A,5,12/03/2010,48750.32,FALSE,9.627.777.778,715.378.255,8.163
2,A,5,01/07/2011,25042.94,FALSE,07.05,786.176.398,8.028
2,A,6,02/05/2010,7472.24,FALSE,4.55,679.450.839,8.324
2,A,6,03/05/2010,6068.64,FALSE,8.427.777.778,693.451.964,8.324
2,A,6,04/02/2010,6375.83,FALSE,1.737.222.222,718.284.149,8.2
2,A,6,05/07/2010,12981.17,FALSE,2.182.222.222,748.928.121,8.2
2,A,6,06/04/2010,11352.12,FALSE,2.767.222.222,714.585.738,8.2
2,A,6,07/02/2010,7216.63,FALSE,2.818.888.889,70.507.554,8.099
2,A,6,08/06/2010,8095.68,FALSE,3.196.111.111,693.980.309,8.099
2,A,6,09/03/2010,5343.92,FALSE,2.768.333.333,6.807.717,8.099
2,A,6,10/01/2010,6989.57,FALSE,2.068.888.889,687.640.176,8.163
2,A,6,11/05/2010,6094.83,FALSE,1.436.111.111,710.358.984,8.163
2,A,6,12/03/2010,7397.88,FALSE,9.627.777.778,715.378.255,8.163
2,A,6,01/07/2011,2969.62,FALSE,07.05,786.176.398,8.028
2,A,7,02/05/2010,28512.95,FALSE,4.55,679.450.839,8.324
2,A,7,03/05/2010,29442.87,FALSE,8.427.777.778,693.451.964,8.324
2,A,7,04/02/2010,40111.71,FALSE,1.737.222.222,718.284.149,8.2
2,A,7,05/07/2010,36761.04,FALSE,2.182.222.222,748.928.121,8.2
2,A,7,06/04/2010,62903.1,FALSE,2.767.222.222,714.585.738,8.2
2,A,7,07/02/2010,34611.91,FALSE,2.818.888.889,70.507.554,8.099
2,A,7,08/06/2010,29730.29,FALSE,3.196.111.111,693.980.309,8.099
2,A,7,09/03/2010,27545.9,FALSE,2.768.333.333,6.807.717,8.099
2,A,7,10/01/2010,27350.84,FALSE,2.068.888.889,687.640.176,8.163
2,A,7,11/05/2010,28729.55,FALSE,1.436.111.111,710.358.984,8.163
2,A,7,12/03/2010,94720.59,FALSE,9.627.777.778,715.378.255,8.163
2,A,7,01/07/2011,22101.64,FALSE,07.05,786.176.398,8.028
2,A,8,02/05/2010,69634.8,FALSE,4.55,679.450.839,8.324
2,A,8,03/05/2010,67041.18,FALSE,8.427.777.778,693.451.964,8.324
2,A,8,04/02/2010,63316.38,FALSE,1.737.222.222,718.284.149,8.2
2,A,8,05/07/2010,61640.34,FALSE,2.182.222.222,748.928.121,8.2
2,A,8,06/04/2010,61463.29,FALSE,2.767.222.222,714.585.738,8.2
2,A,8,07/02/2010,61018.69,FALSE,2.818.888.889,70.507.554,8.099
2,A,8,08/06/2010,58947.32,FALSE,3.196.111.111,693.980.309,8.099
2,A,8,09/03/2010,58793.43,FALSE,2.768.333.333,6.807.717,8.099
2,A,8,10/01/2010,58821.79,FALSE,2.068.888.889,687.640.176,8.163
2,A,8,11/05/2010,63248.62,FALSE,1.436.111.111,710.358.984,8.163
2,A,8,12/03/2010,58172.84,FALSE,9.627.777.778,715.378.255,8.163
2,A,8,01/07/2011,60626.1,FALSE,07.05,786.176.398,8.028
2,A,9,02/05/2010,24162.08,FALSE,4.55,679.450.839,8.324
2,A,9,03/05/2010,29094,FALSE,8.427.777.778,693.451.964,8.324
2,A,9,04/02/2010,36776.79,FALSE,1.737.222.222,718.284.149,8.2
2,A,9,05/07/2010,34875.47,FALSE,2.182.222.222,748.928.121,8.2
2,A,9,06/04/2010,48752.71,FALSE,2.767.222.222,714.585.738,8.2
2,A,9,07/02/2010,36611.78,FALSE,2.818.888.889,70.507.554,8.099
2,A,9,08/06/2010,29052.46,FALSE,3.196.111.111,693.980.309,8.099
2,A,9,09/03/2010,61719.22,FALSE,2.768.333.333,6.807.717,8.099
2,A,9,10/01/2010,36075.43,FALSE,2.068.888.889,687.640.176,8.163
2,A,9,11/05/2010,42709.43,FALSE,1.436.111.111,710.358.984,8.163
2,A,9,12/03/2010,36011.23,FALSE,9.627.777.778,715.378.255,8.163
2,A,9,01/07/2011,18276.17,FALSE,07.05,786.176.398,8.028
2,A,10,02/05/2010,39602.47,FALSE,4.55,679.450.839,8.324
2,A,10,03/05/2010,39883.5,FALSE,8.427.777.778,693.451.964,8.324
2,A,10,04/02/2010,43902.87,FALSE,1.737.222.222,718.284.149,8.2
2,A,10,05/07/2010,38111.65,FALSE,2.182.222.222,748.928.121,8.2
2,A,10,06/04/2010,41412.93,FALSE,2.767.222.222,714.585.738,8.2
2,A,10,07/02/2010,46035.1,FALSE,2.818.888.889,70.507.554,8.099
2,A,10,08/06/2010,42421.79,FALSE,3.196.111.111,693.980.309,8.099
2,A,10,09/03/2010,42172.3,FALSE,2.768.333.333,6.807.717,8.099
2,A,10,10/01/2010,37086.82,FALSE,2.068.888.889,687.640.176,8.163
2,A,10,11/05/2010,38289.5,FALSE,1.436.111.111,710.358.984,8.163
2,A,10,12/03/2010,30806.12,FALSE,9.627.777.778,715.378.255,8.163
2,A,10,01/07/2011,30702.36,FALSE,07.05,786.176.398,8.028
2,A,11,02/05/2010,24800.3,FALSE,4.55,679.450.839,8.324
2,A,11,03/05/2010,21422.84,FALSE,8.427.777.778,693.451.964,8.324
2,A,11,04/02/2010,21841.98,FALSE,1.737.222.222,718.284.149,8.2
2,A,11,05/07/2010,25793.95,FALSE,2.182.222.222,748.928.121,8.2
2,A,11,06/04/2010,36172.11,FALSE,2.767.222.222,714.585.738,8.2
2,A,11,07/02/2010,25225.23,FALSE,2.818.888.889,70.507.554,8.099
2,A,11,08/06/2010,38708.3,FALSE,3.196.111.111,693.980.309,8.099
2,A,11,09/03/2010,19706.72,FALSE,2.768.333.333,6.807.717,8.099
2,A,11,10/01/2010,19715.97,FALSE,2.068.888.889,687.640.176,8.163
2,A,11,11/05/2010,27897.88,FALSE,1.436.111.111,710.358.984,8.163
2,A,11,12/03/2010,29507.27,FALSE,9.627.777.778,715.378.255,8.163
2,A,11,01/07/2011,24475.41,FALSE,07.05,786.176.398,8.028
2,A,12,02/05/2010,6906.2,FALSE,4.55,679.450.839,8.324
2,A,12,03/05/2010,8806.59,FALSE,8.427.777.778,693.451.964,8.324
2,A,12,04/02/2010,9186.5,FALSE,1.737.222.222,718.284.149,8.2
2,A,12,05/07/2010,9081.36,FALSE,2.182.222.222,748.928.121,8.2
2,A,12,06/04/2010,9304.88,FALSE,2.767.222.222,714.585.738,8.2
2,A,12,07/02/2010,8646.9,FALSE,2.818.888.889,70.507.554,8.099
2,A,12,08/06/2010,9352.51,FALSE,3.196.111.111,693.980.309,8.099
2,A,12,09/03/2010,7936.47,FALSE,2.768.333.333,6.807.717,8.099
2,A,12,10/01/2010,8915.64,FALSE,2.068.888.889,687.640.176,8.163
2,A,12,11/05/2010,7196.52,FALSE,1.436.111.111,710.358.984,8.163
2,A,12,12/03/2010,6701.76,FALSE,9.627.777.778,715.378.255,8.163
2,A,12,01/07/2011,5186.85,FALSE,07.05,786.176.398,8.028
2,A,13,02/05/2010,53319.96,FALSE,4.55,679.450.839,8.324
2,A,13,03/05/2010,52696.93,FALSE,8.427.777.778,693.451.964,8.324
2,A,13,04/02/2010,49482.41,FALSE,1.737.222.222,718.284.149,8.2
2,A,13,05/07/2010,47983.65,FALSE,2.182.222.222,748.928.121,8.2
2,A,13,06/04/2010,51485.83,FALSE,2.767.222.222,714.585.738,8.2
2,A,13,07/02/2010,52460.87,FALSE,2.818.888.889,70.507.554,8.099
2,A,13,08/06/2010,51948.67,FALSE,3.196.111.111,693.980.309,8.099
2,A,13,09/03/2010,52807.63,FALSE,2.768.333.333,6.807.717,8.099
2,A,13,10/01/2010,51662.65,FALSE,2.068.888.889,687.640.176,8.163
2,A,13,11/05/2010,50724.17,FALSE,1.436.111.111,710.358.984,8.163
2,A,13,12/03/2010,44822.6,FALSE,9.627.777.778,715.378.255,8.163
2,A,13,01/07/2011,47995.82,FALSE,07.05,786.176.398,8.028
2,A,14,02/05/2010,26425.58,FALSE,4.55,679.450.839,8.324
2,A,14,03/05/2010,24936.9,FALSE,8.427.777.778,693.451.964,8.324
2,A,14,04/02/2010,19648.41,FALSE,1.737.222.222,718.284.149,8.2
2,A,14,05/07/2010,20054.97,FALSE,2.182.222.222,748.928.121,8.2
2,A,14,06/04/2010,19716.99,FALSE,2.767.222.222,714.585.738,8.2
2,A,14,07/02/2010,20027.37,FALSE,2.818.888.889,70.507.554,8.099
2,A,14,08/06/2010,20406.24,FALSE,3.196.111.111,693.980.309,8.099
2,A,14,09/03/2010,20221.83,FALSE,2.768.333.333,6.807.717,8.099
2,A,14,10/01/2010,18869.84,FALSE,2.068.888.889,687.640.176,8.163
2,A,14,11/05/2010,19859.89,FALSE,1.436.111.111,710.358.984,8.163
2,A,14,12/03/2010,26246.33,FALSE,9.627.777.778,715.378.255,8.163
2,A,14,01/07/2011,16916.65,FALSE,07.05,786.176.398,8.028
2,A,16,02/05/2010,9674.86,FALSE,4.55,679.450.839,8.324
2,A,16,03/05/2010,21957.34,FALSE,8.427.777.778,693.451.964,8.324
2,A,16,04/02/2010,48041.98,FALSE,1.737.222.222,718.284.149,8.2
2,A,16,05/07/2010,54829.3,FALSE,2.182.222.222,748.928.121,8.2
2,A,16,06/04/2010,69765.65,FALSE,2.767.222.222,714.585.738,8.2
2,A,16,07/02/2010,44514.67,FALSE,2.818.888.889,70.507.554,8.099
2,A,16,08/06/2010,32172.54,FALSE,3.196.111.111,693.980.309,8.099
2,A,16,09/03/2010,23042.29,FALSE,2.768.333.333,6.807.717,8.099
2,A,16,10/01/2010,13570.97,FALSE,2.068.888.889,687.640.176,8.163
2,A,16,11/05/2010,7414.42,FALSE,1.436.111.111,710.358.984,8.163
2,A,16,12/03/2010,4512.83,FALSE,9.627.777.778,715.378.255,8.163
2,A,16,01/07/2011,5668.32,FALSE,07.05,786.176.398,8.028
2,A,17,02/05/2010,18810.11,FALSE,4.55,679.450.839,8.324
2,A,17,03/05/2010,16338.14,FALSE,8.427.777.778,693.451.964,8.324
2,A,17,04/02/2010,11679.99,FALSE,1.737.222.222,718.284.149,8.2
2,A,17,05/07/2010,12852.02,FALSE,2.182.222.222,748.928.121,8.2
2,A,17,06/04/2010,13531.59,FALSE,2.767.222.222,714.585.738,8.2
2,A,17,07/02/2010,11778.86,FALSE,2.818.888.889,70.507.554,8.099
2,A,17,08/06/2010,14647.2,FALSE,3.196.111.111,693.980.309,8.099
2,A,17,09/03/2010,14536.02,FALSE,2.768.333.333,6.807.717,8.099
2,A,17,10/01/2010,13697.8,FALSE,2.068.888.889,687.640.176,8.163
2,A,17,11/05/2010,11907.92,FALSE,1.436.111.111,710.358.984,8.163
2,A,17,12/03/2010,13764.94,FALSE,9.627.777.778,715.378.255,8.163
2,A,17,01/07/2011,11669.55,FALSE,07.05,786.176.398,8.028
2,A,18,02/05/2010,7277.75,FALSE,4.55,679.450.839,8.324
2,A,18,03/05/2010,625.1,FALSE,8.427.777.778,693.451.964,8.324
2,A,18,04/02/2010,23331.6,FALSE,1.737.222.222,718.284.149,8.2
2,A,18,05/07/2010,6.5,FALSE,2.182.222.222,748.928.121,8.2
2,A,18,06/04/2010,29,FALSE,2.767.222.222,714.585.738,8.2
2,A,18,8/27/2010,103,FALSE,3.062.222.222,691.866.931,8.099
2,A,18,09/03/2010,251,FALSE,2.768.333.333,6.807.717,8.099
2,A,18,10/01/2010,6984.65,FALSE,2.068.888.889,687.640.176,8.163
2,A,18,11/05/2010,17527.96,FALSE,1.436.111.111,710.358.984,8.163
2,A,18,12/03/2010,71185.71,FALSE,9.627.777.778,715.378.255,8.163
2,A,18,01/07/2011,7422.14,FALSE,07.05,786.176.398,8.028
2,A,18,7/22/2011,3,FALSE,3.185.555.556,964.492.618,7.852
2,A,19,02/05/2010,4891.96,FALSE,4.55,679.450.839,8.324
2,A,19,03/05/2010,4658.09,FALSE,8.427.777.778,693.451.964,8.324
2,A,19,04/02/2010,4176.03,FALSE,1.737.222.222,718.284.149,8.2
2,A,19,05/07/2010,4143.68,FALSE,2.182.222.222,748.928.121,8.2
2,A,19,06/04/2010,4087.01,FALSE,2.767.222.222,714.585.738,8.2
2,A,19,07/02/2010,3999.53,FALSE,2.818.888.889,70.507.554,8.099
2,A,19,08/06/2010,4061.96,FALSE,3.196.111.111,693.980.309,8.099
2,A,19,09/03/2010,4137.17,FALSE,2.768.333.333,6.807.717,8.099
2,A,19,10/01/2010,5888.99,FALSE,2.068.888.889,687.640.176,8.163
2,A,19,11/05/2010,4887.69,FALSE,1.436.111.111,710.358.984,8.163
2,A,19,12/03/2010,6206.07,FALSE,9.627.777.778,715.378.255,8.163
2,A,19,01/07/2011,4036.13,FALSE,07.05,786.176.398,8.028
2,A,20,02/05/2010,7231.65,FALSE,4.55,679.450.839,8.324
2,A,20,03/05/2010,6467.05,FALSE,8.427.777.778,693.451.964,8.324
2,A,20,04/02/2010,6804.64,FALSE,1.737.222.222,718.284.149,8.2
2,A,20,05/07/2010,7337.95,FALSE,2.182.222.222,748.928.121,8.2
2,A,20,06/04/2010,8855.11,FALSE,2.767.222.222,714.585.738,8.2
2,A,20,07/02/2010,7701.43,FALSE,2.818.888.889,70.507.554,8.099
2,A,20,08/06/2010,6325.55,FALSE,3.196.111.111,693.980.309,8.099
2,A,20,09/03/2010,6468.2,FALSE,2.768.333.333,6.807.717,8.099
2,A,20,10/01/2010,5797.55,FALSE,2.068.888.889,687.640.176,8.163
2,A,20,11/05/2010,3678.8,FALSE,1.436.111.111,710.358.984,8.163
2,A,20,12/03/2010,3404.52,FALSE,9.627.777.778,715.378.255,8.163
2,A,20,01/07/2011,4146.7,FALSE,07.05,786.176.398,8.028
2,A,21,02/05/2010,12636.72,FALSE,4.55,679.450.839,8.324
2,A,21,03/05/2010,12268.19,FALSE,8.427.777.778,693.451.964,8.324
2,A,21,04/02/2010,11413.2,FALSE,1.737.222.222,718.284.149,8.2
2,A,21,05/07/2010,12322.1,FALSE,2.182.222.222,748.928.121,8.2
2,A,21,06/04/2010,11543.27,FALSE,2.767.222.222,714.585.738,8.2
2,A,21,07/02/2010,11467.79,FALSE,2.818.888.889,70.507.554,8.099
2,A,21,08/06/2010,10766.95,FALSE,3.196.111.111,693.980.309,8.099
2,A,21,09/03/2010,11285.44,FALSE,2.768.333.333,6.807.717,8.099
2,A,21,10/01/2010,10544.26,FALSE,2.068.888.889,687.640.176,8.163
2,A,21,11/05/2010,10925.31,FALSE,1.436.111.111,710.358.984,8.163
2,A,21,12/03/2010,11121.14,FALSE,9.627.777.778,715.378.255,8.163
2,A,21,01/07/2011,9574.93,FALSE,07.05,786.176.398,8.028
2,A,22,02/05/2010,20565.41,FALSE,4.55,679.450.839,8.324
2,A,22,03/05/2010,15641.52,FALSE,8.427.777.778,693.451.964,8.324
2,A,22,04/02/2010,10464.41,FALSE,1.737.222.222,718.284.149,8.2
2,A,22,05/07/2010,9182.24,FALSE,2.182.222.222,748.928.121,8.2
2,A,22,06/04/2010,11361.09,FALSE,2.767.222.222,714.585.738,8.2
2,A,22,07/02/2010,12224.64,FALSE,2.818.888.889,70.507.554,8.099
2,A,22,08/06/2010,11055.39,FALSE,3.196.111.111,693.980.309,8.099
2,A,22,09/03/2010,10452.24,FALSE,2.768.333.333,6.807.717,8.099
2,A,22,10/01/2010,14696.41,FALSE,2.068.888.889,687.640.176,8.163
2,A,22,11/05/2010,13902.53,FALSE,1.436.111.111,710.358.984,8.163
2,A,22,12/03/2010,15348.29,FALSE,9.627.777.778,715.378.255,8.163
2,A,22,01/07/2011,11150,FALSE,07.05,786.176.398,8.028
2,A,23,02/05/2010,31836.69,FALSE,4.55,679.450.839,8.324
2,A,23,03/05/2010,23409.21,FALSE,8.427.777.778,693.451.964,8.324
2,A,23,04/02/2010,24528.69,FALSE,1.737.222.222,718.284.149,8.2
2,A,23,05/07/2010,27031.35,FALSE,2.182.222.222,748.928.121,8.2
2,A,23,06/04/2010,37589.5,FALSE,2.767.222.222,714.585.738,8.2
2,A,23,07/02/2010,33794.64,FALSE,2.818.888.889,70.507.554,8.099
2,A,23,08/06/2010,31867.29,FALSE,3.196.111.111,693.980.309,8.099
2,A,23,09/03/2010,24405.12,FALSE,2.768.333.333,6.807.717,8.099
2,A,23,10/01/2010,24515.96,FALSE,2.068.888.889,687.640.176,8.163
2,A,23,11/05/2010,33387.8,FALSE,1.436.111.111,710.358.984,8.163
2,A,23,12/03/2010,34715.55,FALSE,9.627.777.778,715.378.255,8.163
2,A,23,01/07/2011,22442.3,FALSE,07.05,786.176.398,8.028
2,A,24,02/05/2010,9731.05,FALSE,4.55,679.450.839,8.324
2,A,24,03/05/2010,8678.56,FALSE,8.427.777.778,693.451.964,8.324
2,A,24,04/02/2010,8839.61,FALSE,1.737.222.222,718.284.149,8.2
2,A,24,05/07/2010,6856.03,FALSE,2.182.222.222,748.928.121,8.2
2,A,24,06/04/2010,7865.05,FALSE,2.767.222.222,714.585.738,8.2
2,A,24,07/02/2010,7864.03,FALSE,2.818.888.889,70.507.554,8.099
2,A,24,08/06/2010,15464.74,FALSE,3.196.111.111,693.980.309,8.099
2,A,24,09/03/2010,6059.35,FALSE,2.768.333.333,6.807.717,8.099
2,A,24,10/01/2010,7490.25,FALSE,2.068.888.889,687.640.176,8.163
2,A,24,11/05/2010,10758.45,FALSE,1.436.111.111,710.358.984,8.163
2,A,24,12/03/2010,13103.91,FALSE,9.627.777.778,715.378.255,8.163
2,A,24,01/07/2011,5832.43,FALSE,07.05,786.176.398,8.028
2,A,25,02/05/2010,16827.5,FALSE,4.55,679.450.839,8.324
2,A,25,03/05/2010,14656.5,FALSE,8.427.777.778,693.451.964,8.324
2,A,25,04/02/2010,20982.5,FALSE,1.737.222.222,718.284.149,8.2
2,A,25,05/07/2010,27799,FALSE,2.182.222.222,748.928.121,8.2
2,A,25,06/04/2010,19886.75,FALSE,2.767.222.222,714.585.738,8.2
2,A,25,07/02/2010,15389.5,FALSE,2.818.888.889,70.507.554,8.099
2,A,25,08/06/2010,14768,FALSE,3.196.111.111,693.980.309,8.099
2,A,25,09/03/2010,13813.27,FALSE,2.768.333.333,6.807.717,8.099
2,A,25,10/01/2010,13783.66,FALSE,2.068.888.889,687.640.176,8.163
2,A,25,11/05/2010,17019.23,FALSE,1.436.111.111,710.358.984,8.163
2,A,25,12/03/2010,15601.15,FALSE,9.627.777.778,715.378.255,8.163
2,A,25,01/07/2011,10612.29,FALSE,07.05,786.176.398,8.028
2,A,26,02/05/2010,13414.69,FALSE,4.55,679.450.839,8.324
2,A,26,03/05/2010,11353.56,FALSE,8.427.777.778,693.451.964,8.324
2,A,26,04/02/2010,12741.66,FALSE,1.737.222.222,718.284.149,8.2
2,A,26,05/07/2010,11039.88,FALSE,2.182.222.222,748.928.121,8.2
2,A,26,06/04/2010,9667.52,FALSE,2.767.222.222,714.585.738,8.2
2,A,26,07/02/2010,7824.56,FALSE,2.818.888.889,70.507.554,8.099
2,A,26,08/06/2010,7469.9,FALSE,3.196.111.111,693.980.309,8.099
2,A,26,09/03/2010,8230.82,FALSE,2.768.333.333,6.807.717,8.099
2,A,26,10/01/2010,12894.67,FALSE,2.068.888.889,687.640.176,8.163
2,A,26,11/05/2010,13031.34,FALSE,1.436.111.111,710.358.984,8.163
2,A,26,12/03/2010,11398.87,FALSE,9.627.777.778,715.378.255,8.163
2,A,26,01/07/2011,4942.64,FALSE,07.05,786.176.398,8.028
2,A,27,02/05/2010,3184.5,FALSE,4.55,679.450.839,8.324
2,A,27,03/05/2010,2473.5,FALSE,8.427.777.778,693.451.964,8.324
2,A,27,04/02/2010,1520.5,FALSE,1.737.222.222,718.284.149,8.2
2,A,27,05/07/2010,1441.75,FALSE,2.182.222.222,748.928.121,8.2
2,A,27,06/04/2010,1240,FALSE,2.767.222.222,714.585.738,8.2
2,A,27,07/02/2010,1121.25,FALSE,2.818.888.889,70.507.554,8.099
2,A,27,08/06/2010,1409.12,FALSE,3.196.111.111,693.980.309,8.099
2,A,27,09/03/2010,1108.39,FALSE,2.768.333.333,6.807.717,8.099
2,A,27,10/01/2010,1743.31,FALSE,2.068.888.889,687.640.176,8.163
2,A,27,11/05/2010,2866.43,FALSE,1.436.111.111,710.358.984,8.163
2,A,27,12/03/2010,3075.94,FALSE,9.627.777.778,715.378.255,8.163
2,A,27,01/07/2011,2110.27,FALSE,07.05,786.176.398,8.028
2,A,28,02/05/2010,1592.41,FALSE,4.55,679.450.839,8.324
2,A,28,03/05/2010,1405.51,FALSE,8.427.777.778,693.451.964,8.324
2,A,28,04/02/2010,1354.86,FALSE,1.737.222.222,718.284.149,8.2
2,A,28,05/07/2010,761.15,FALSE,2.182.222.222,748.928.121,8.2
2,A,28,06/04/2010,814.09,FALSE,2.767.222.222,714.585.738,8.2
2,A,28,07/02/2010,639.7,FALSE,2.818.888.889,70.507.554,8.099
2,A,28,08/06/2010,619.57,FALSE,3.196.111.111,693.980.309,8.099
2,A,28,09/03/2010,593.64,FALSE,2.768.333.333,6.807.717,8.099
2,A,28,10/01/2010,1001.1,FALSE,2.068.888.889,687.640.176,8.163
2,A,28,11/05/2010,1763.78,FALSE,1.436.111.111,710.358.984,8.163
2,A,28,12/03/2010,1198.05,FALSE,9.627.777.778,715.378.255,8.163
2,A,28,01/07/2011,1048.42,FALSE,07.05,786.176.398,8.028
2,A,29,02/05/2010,10322.43,FALSE,4.55,679.450.839,8.324
2,A,29,03/05/2010,8005.81,FALSE,8.427.777.778,693.451.964,8.324
2,A,29,04/02/2010,6284.74,FALSE,1.737.222.222,718.284.149,8.2
2,A,29,05/07/2010,8430.4,FALSE,2.182.222.222,748.928.121,8.2
2,A,29,06/04/2010,6370.58,FALSE,2.767.222.222,714.585.738,8.2
2,A,29,07/02/2010,6780.25,FALSE,2.818.888.889,70.507.554,8.099
2,A,29,08/06/2010,7267.94,FALSE,3.196.111.111,693.980.309,8.099
2,A,29,09/03/2010,6722.31,FALSE,2.768.333.333,6.807.717,8.099
2,A,29,10/01/2010,6677.74,FALSE,2.068.888.889,687.640.176,8.163
2,A,29,11/05/2010,8128.24,FALSE,1.436.111.111,710.358.984,8.163
2,A,29,12/03/2010,8809.35,FALSE,9.627.777.778,715.378.255,8.163
2,A,29,01/07/2011,6966.65,FALSE,07.05,786.176.398,8.028
2,A,30,02/05/2010,6916,FALSE,4.55,679.450.839,8.324
2,A,30,03/05/2010,6943,FALSE,8.427.777.778,693.451.964,8.324
2,A,30,04/02/2010,6021.38,FALSE,1.737.222.222,718.284.149,8.2
2,A,30,05/07/2010,6976.89,FALSE,2.182.222.222,748.928.121,8.2
2,A,30,06/04/2010,6599.96,FALSE,2.767.222.222,714.585.738,8.2
2,A,30,07/02/2010,6359.02,FALSE,2.818.888.889,70.507.554,8.099
2,A,30,08/06/2010,6340.68,FALSE,3.196.111.111,693.980.309,8.099
2,A,30,09/03/2010,4971.12,FALSE,2.768.333.333,6.807.717,8.099
2,A,30,10/01/2010,5038.1,FALSE,2.068.888.889,687.640.176,8.163
2,A,30,11/05/2010,5095.92,FALSE,1.436.111.111,710.358.984,8.163
2,A,30,12/03/2010,3040.18,FALSE,9.627.777.778,715.378.255,8.163
2,A,30,01/07/2011,4711.56,FALSE,07.05,786.176.398,8.028
2,A,31,02/05/2010,3840.21,FALSE,4.55,679.450.839,8.324
2,A,31,03/05/2010,3914.96,FALSE,8.427.777.778,693.451.964,8.324
2,A,31,04/02/2010,2617.38,FALSE,1.737.222.222,718.284.149,8.2
2,A,31,05/07/2010,2786.7,FALSE,2.182.222.222,748.928.121,8.2
2,A,31,06/04/2010,2883.84,FALSE,2.767.222.222,714.585.738,8.2
2,A,31,07/02/2010,2747.52,FALSE,2.818.888.889,70.507.554,8.099
2,A,31,08/06/2010,6157.03,FALSE,3.196.111.111,693.980.309,8.099
2,A,31,09/03/2010,3926.13,FALSE,2.768.333.333,6.807.717,8.099
2,A,31,10/01/2010,3549.84,FALSE,2.068.888.889,687.640.176,8.163
2,A,31,11/05/2010,4172.56,FALSE,1.436.111.111,710.358.984,8.163
2,A,31,12/03/2010,5152.38,FALSE,9.627.777.778,715.378.255,8.163
2,A,31,01/07/2011,3489.46,FALSE,07.05,786.176.398,8.028
2,A,32,02/05/2010,17212.26,FALSE,4.55,679.450.839,8.324
2,A,32,03/05/2010,11863.21,FALSE,8.427.777.778,693.451.964,8.324
2,A,32,04/02/2010,9646.58,FALSE,1.737.222.222,718.284.149,8.2
2,A,32,05/07/2010,14371.49,FALSE,2.182.222.222,748.928.121,8.2
2,A,32,06/04/2010,13576.58,FALSE,2.767.222.222,714.585.738,8.2
2,A,32,07/02/2010,10587.23,FALSE,2.818.888.889,70.507.554,8.099
2,A,32,08/06/2010,10866.25,FALSE,3.196.111.111,693.980.309,8.099
2,A,32,09/03/2010,11614.06,FALSE,2.768.333.333,6.807.717,8.099
2,A,32,10/01/2010,9692.44,FALSE,2.068.888.889,687.640.176,8.163
2,A,32,11/05/2010,9021.28,FALSE,1.436.111.111,710.358.984,8.163
2,A,32,12/03/2010,16745.5,FALSE,9.627.777.778,715.378.255,8.163
2,A,32,01/07/2011,7640.43,FALSE,07.05,786.176.398,8.028
2,A,33,02/05/2010,8896.08,FALSE,4.55,679.450.839,8.324
2,A,33,03/05/2010,8461.18,FALSE,8.427.777.778,693.451.964,8.324
2,A,33,04/02/2010,8657.79,FALSE,1.737.222.222,718.284.149,8.2
2,A,33,05/07/2010,6783.25,FALSE,2.182.222.222,748.928.121,8.2
2,A,33,06/04/2010,7918.5,FALSE,2.767.222.222,714.585.738,8.2
2,A,33,07/02/2010,6513.75,FALSE,2.818.888.889,70.507.554,8.099
2,A,33,08/06/2010,12158.9,FALSE,3.196.111.111,693.980.309,8.099
2,A,33,09/03/2010,4927.66,FALSE,2.768.333.333,6.807.717,8.099
2,A,33,10/01/2010,6561.3,FALSE,2.068.888.889,687.640.176,8.163
2,A,33,11/05/2010,9288.54,FALSE,1.436.111.111,710.358.984,8.163
2,A,33,12/03/2010,10199.29,FALSE,9.627.777.778,715.378.255,8.163
2,A,33,01/07/2011,4734.24,FALSE,07.05,786.176.398,8.028
2,A,34,02/05/2010,20347.47,FALSE,4.55,679.450.839,8.324
2,A,34,03/05/2010,20783.3,FALSE,8.427.777.778,693.451.964,8.324
2,A,34,04/02/2010,17884.24,FALSE,1.737.222.222,718.284.149,8.2
2,A,34,05/07/2010,22199.15,FALSE,2.182.222.222,748.928.121,8.2
2,A,34,06/04/2010,27827.45,FALSE,2.767.222.222,714.585.738,8.2
2,A,34,07/02/2010,20054.31,FALSE,2.818.888.889,70.507.554,8.099
2,A,34,08/06/2010,18112.23,FALSE,3.196.111.111,693.980.309,8.099
2,A,34,09/03/2010,15156.48,FALSE,2.768.333.333,6.807.717,8.099
